New Name,Feature_Description,Date,MapInfo,Province,FeatureSubTypeID,Previous_Name,MagisterialDistrictID,ProvinceID,fklLanguageID,Disteral,Local Municipality,Sound,District Municipality,fklLocalMunic,Comments,Meaning,Language
Solomon Linda,Town,2022-08-26 00:00:00,,KwaZulu-Natal,,Pomeroy,,,,,uMsinga Local Municipality,,uMvoti District Municipality,,,,
Mandela Freedom Road (R301),Road,2022-09-16 00:00:00,,Western Cape,,Main Road 201 (R301),,,,,"Drakenstein Local Municipality
",,"Cape Winelands
",,,,
Khwenxurha,Village,2022-08-26 00:00:00,,Eastern Cape,,Mooiplaas,,,,,Great Kei Local Municipality,,Amathole District Municipality,,,,
Gxarha,Town,2022-08-26 00:00:00,,Eastern Cape,,Morgan’s Bay,,,,,Great Kei Local Municipality,,Amathole District Municipality,,,,
Enxuba,Town,2022-08-26 00:00:00,,Eastern Cape,,Cradock,,,,,Inxuba Yethemba Local Municipality,,Chis Hani District Municipality,,,,
Advocate Mthetheleli Ngumbela Drive,Road,2022-08-26 00:00:00,,Eastern Cape,,New registration of new name,,,,,Mbhashe Local Municipality,,Amathole District Municipality,,,,
Thembalethu Peace Village,Village,2022-08-26 00:00:00,,Eastern Cape,,New registration of new name,,,,,Great Kei Local Municipality,,Amathole District Municipality,,,,
Siyathemba,Human settlement,2022-08-26 00:00:00,,Eastern Cape,,New registration of new name,,,,,Great Kei Local Municipality,,Amathole District Municipality,,,,
Nomngxeki,Township,2022-08-26 00:00:00,,Eastern Cape,,New registration of new name,,,,,Great Kei Local Municipality,,Amathole District Municipality,,,,
Happy valley,Human settlement,2022-08-26 00:00:00,,Eastern Cape,,New registration of new name,,,,,Great Kei Local Municipality,,Amathole District Municipality,,,,
Siviwe,Suburb,2022-08-26 00:00:00,,Eastern Cape,,New registration of new name,,,,,Great Kei Local Municipality,,Amathole District Municipality,,,,
Mzomhle,Suburb,2022-08-26 00:00:00,,Eastern Cape,,New registration of new name,,,,,Great Kei Local Municipality,,Amathole District Municipality,,,,
Qumrha River,River,2022-08-26 00:00:00,,Eastern Cape,,Komga River,,,,,Great Kei Local Municipality,,Amathole District Municipality,,,,
Tlokoeng,Town,2021-03-16 00:00:00,,Eastern Cape,,Mount Fletcher,,,,,Elundini Local Municipality,,Joe Gqabi District Municipality,,,,
Mahlubini,Village,2021-03-16 00:00:00,,Eastern Cape,,St Augustine,,,,,Elundini Local Municipality,,Joe Gqabi District Municipality,,,,
Uhlelo,Area,2021-03-16 00:00:00,,Mpumalanga,,Driehoek,,,,,Mkhondo Local Municipality,,Gert Sibande District Municipality,,,,
eNtababusuku,Area,2021-03-16 00:00:00,,Mpumalanga,,Donkerhoek,,,,,Mkhondo Local Municipality,,Gert Sibande District Municipality,,,,
Maphanga,Human Settlement,2021-03-16 00:00:00,,Mpumalanga,,Allmansdrift D,,,,,Dr. JS. Moroka Local Municipality,,Nkangala District Municipality,,,,
Makopanong,Human Settlement,2021-03-16 00:00:00,,Mpumalanga,,,,,,,Dr. JS. Moroka Local Municipality,,Nkangala District Municipality,,,,
Senotlelo,Human Settlement,2021-03-16 00:00:00,,Mpumalanga,,,,,,,Dr. JS. Moroka Local Municipality,,Nkangala District Municipality,,,,
Somaroborho,Human Settlement,2021-03-16 00:00:00,,Mpumalanga,,Somaroboro,,,,,Thembisile Hani Local Municipality,,Nkangala District Municipality,,,,
Ga-Phahlamohlaka,Human Settlement,2021-03-16 00:00:00,,Mpumalanga,,Ga-Phamohlaka,,,,,Dr. JS. Moroka Local Municipality,,Nkangala District Municipality,,,,
Ramantsho,Human Settlement,2021-03-16 00:00:00,,Mpumalanga,,,,,,,Dr. JS. Moroka Local Municipality,,Nkangala District Municipality,,,,
eMthambothini,Human Settlement,2021-03-16 00:00:00,,Mpumalanga,,,,,,,Dr. JS. Moroka Local Municipality,,Nkangala District Municipality,,,,
Siyabuswa,Human Settlement,2021-03-16 00:00:00,,Mpumalanga,,,,,,,Thembisile Hani Local Municipality,,Nkangala District Municipality,,,,
Vezubuhle,Human Settlement,2021-03-16 00:00:00,,Mpumalanga,,,,,,,Thembisile Hani Local Municipality,,Nkangala District Municipality,,,,
Ekuthuleni,Human Settlement,2021-03-16 00:00:00,,Mpumalanga,,Tweefontein N,,,,,Thembisile Hani Local Municipality,,Nkangala District Municipality,,,,
King Mabhoko,Human Settlement,2021-03-16 00:00:00,,Mpumalanga,,,,,,,Thembisile Hani Local Municipality,,Nkangala District Municipality,,,,
Sibonukukhanya,Human Settlement,2021-03-16 00:00:00,,Mpumalanga,,Zusterhoek,,,,,Thembisile Hani Local Municipality,,Nkangala District Municipality,,,,
Chief Magodongo,Human Settlement,2021-03-16 00:00:00,,Mpumalanga,,Wolvenkop,,,,,Thembisile Hani Local Municipality,,Nkangala District Municipality,,,,
Winnie Mandela,Town,2021-08-06 00:00:00,,Free State,,Brandfort,,,,,Masilonyana Local Municipality,,Lejweleputswa District Municipality,,,,
Hartebeestspruit,Human Settlement,2021-07-30 00:00:00,,Gauteng,,,,,,,City of Tshwane Metropolitan Municipality ,,City of Tshwane Metropolitan Municipality ,,,,
Shere,Human Settlement,2021-07-30 00:00:00,,Gauteng,,,,,,,City of Tshwane Metropolitan Municipality ,,City of Tshwane Metropolitan Municipality ,,,,
Themba,Human Settlement,2021-07-30 00:00:00,,Gauteng,,Kudube,,,,,City of Tshwane Metropolitan Municipality ,,City of Tshwane Metropolitan Municipality ,,,,
Zeekoegat,Human Settlement,2021-07-30 00:00:00,,Gauteng,,,,,,,City of Tshwane Metropolitan Municipality ,,City of Tshwane Metropolitan Municipality ,,,,
Qaza,Village,2021-12-10 00:00:00,,Limpopo,,Mabiligwe/Boxahuku,,,,,Collins Chabane Local Municipality,,Vhembe District Municipality,,,,
Josefa,Village,2021-12-10 00:00:00,,Limpopo,,Joseph village,,,,,Collins Chabane Local Municipality,,Vhembe District Municipality,,,,
Makgobaskloof Mountain Pass (R71),Mountain Pass/Poort,2021-12-10 00:00:00,,Limpopo,,Makgoebaskloof Pass (R71),,,,,Greater Tzaneen Local Municipality,,Mopani District Municipality,,,,
Makhalitseng,Human Settlement,2021-12-10 00:00:00,,Eastern Cape,,Kinirha Poort,,,,,Undini Local Municipality ,,Joe Gqabi District Municipality,,,,
Richard Mhlongo Road (R51),Road,2021-12-10 00:00:00,,Gauteng,,Kingsway Road (R51),,,,,City of Ekurhuleni Metropolitan Municipality,,City of Ekurhuleni Metropolitan Municipality,,,,
Chris N. Dlamini Road (R21),Road,2021-12-10 00:00:00,,Gauteng,,Rietfontein Road (R21),,,,,City of Ekurhuleni Metropolitan Municipality,,City of Ekurhuleni Metropolitan Municipality,,,,
Modimolle,Town,2002-05-01 00:00:00,E of Waterberg district (Formerly Nylstroom),Limpopo,111.0,Nylstroom,331.0,7.0,4.0,DC36,Modimolle,,Waterberg,NP365,Nylstroom,,
Hani View,Post Office,2000-09-07 00:00:00,24 km NW of Bela-Bela,Limpopo,73.0,,334.0,7.0,2.0,DC36,Modimolle,,Waterberg,NP365,,,
Ga-Morwe,Settlement,2006-03-03 00:00:00,±7 km W of Mdutjana,Mpumalanga,105.0,Kameelrivier B,,7.0,4.0,,Greater Groblersdal,,Nkangala,NP03a5,Change of name,,
Umgwenya,River (not specified),2004-05-28 00:00:00,,Mpumalanga,,,,,6.0,,"Nkomazi Local Municipality
",,Ehlanzeni,,Change of name,,
Lefiso,Settlement,2006-06-30 00:00:00,"50 km North East of Mbibane, 2428 DD",Mpumalanga,105.0,Geelbeksvlei,,5.0,8.0,DC31,Dr JS Moroka,,Nkangala,MP316,Change of name,,
Engwenyameni,Settlement,2006-06-30 00:00:00,"10 km North of Kwa-Mhlanga, 2430 DA",Mpumalanga,105.0,Klipfontein,,5.0,3.0,DC31,Thembisile,,Nkangala,MP315,Change of name,,
eMphelandaba,Settlement,2011-10-07 00:00:00,,Mpumalanga,,Smithfield,,,,,Chief Albert Luthuli,,Gert Sibande,,Change of name,,
eThembalethu,Village,2009-09-18 00:00:00,,Mpumalanga,,Buhlebesizwe,,,,,Thembisle,,Nkangala,,Change of name,,
O.R. Tambo,Airport,2006-11-24 00:00:00,East of Johannesburg,Gauteng,5.0,Johannesburg International Airport,,3.0,1.0,EKU,Ekurhuleni Metro,,Ekurhuleni Metro,EKU,Change of name,,
Edwin Bokala,Township,2015-12-09 00:00:00,,Free State,,Makurung,,,,,Mangaung,,Mangaung,,Change of Name,,
eMkhondo,Town,2010-01-29 00:00:00,,Mpumalanga,,Piet Ritief,,,,,Mkhondo Local Municipality,,Gert Sibande,,Change of Name,,
eMboloba,Village,2006-06-30 00:00:00,"12 km NW of Pongola Town, 2731BC",KwaZulu-Natal,106.0,Mboloba,,4.0,11.0,DC26,UPhongolo,,Zululand,KZ262,Mboloba,,
eMsuzwaneni,Village,2006-06-30 00:00:00,"10 km NW of Pongola , 2731BD",KwaZulu-Natal,106.0,,,4.0,11.0,DC26,UPhongolo,,Zululand,KZ262,,,
Emtfuntini,Settlement,2005-02-25 00:00:00,38 km West of Malelane.,Mpumalanga,105.0,Langeloop,,5.0,6.0,DC32,Nkomazi,,Ehlanzeni,MP324,Langeloop,,
Green Grass,Post Office,2001-08-14 00:00:00,60 SW of Taung,Northern Cape,73.0,,431.0,6.0,2.0,DC9,Phokwane,,Frances Baard,NC092,,,
Grootfonteindrif,Dam,2000-09-22 00:00:00,Approximately 5 km upstream. Goukou River Still Bay,Western Cape,23.0,Hotnotdrif,,9.0,1.0,DC4,Hessequa,,Garden Route,WC042,Hotnotdrif,,
Lepelle,River (not specified),2005-07-16 00:00:00,,Mpumalanga,119.0,Olifants River,,,10.0,,"Msukaligwa Local Municipality
",,Gert Sibande,,Olifants River,,
Letswatla,Post Office,2000-03-14 00:00:00,80 km NW of Bochum,Limpopo,73.0,,344.0,7.0,8.0,DC35,Blouberg,,Capricorn District,NP351,,,
Mbhuyane,Mountain,2006-06-30 00:00:00,"20 km west of Barberton, 2631AA",Mpumalanga,44.0,Mbuyane,,5.0,6.0,DC32,City of Mbombela,,Ehlanzeni,MP323,Mbuyane,,
Mukununde,Post Office,2001-08-14 00:00:00,57 km E of Mutale,Limpopo,73.0,,354.0,7.0,9.0,DC34,Thulamela,,Vhembe District,NP342,,,
Muledzhi,Settlement,2002-05-01 00:00:00,38 km N of Thohoyandou,Limpopo,105.0,,354.0,7.0,9.0,DC34,Thulamela,,Vhembe District,NP343,,,
Ntabankulu,Hill,2005-02-25 00:00:00,,Eastern Cape,37.0,Tabankulu,,1.0,10.0,DC15,Ntabankulu,,Alfred Nzo,EC152,Tabankulu,,
Qetho,Post Office,2000-04-08 00:00:00,20 km S of Peddie,Eastern Cape,73.0,,92.0,1.0,10.0,DC12,Ngqushwa,,Amathole,EC126,,,
Tshwane Mail Centre,Post Office,2000-03-14 00:00:00,2-3 km SW of Pretoria,Gauteng,73.0,,270.0,3.0,17.0,,Tshwane Metro,,Tshwane Metro,TSH,,,
Modula Ranch,Post Office,2006-09-01 00:00:00,75 km S of Ganyesa,North West,73.0,,,,4.0,DC39,Kagisano,,Dr Ruth Segomotsi Mompati,,,,
Mononono,Post Office,2000-03-14 00:00:00,77 km NW of Rustenburg,North West,73.0,,253.0,,8.0,DC39,Moses Kotane,,Bojanala District,,,,
Mbombela,City,2009-10-16 00:00:00,,Mpumalanga,106.0,Nelspruit,,,,,City of Mbombela Local Municipality ,,Ehlanzeni,KZ262,Name Change,A isiSwati word that means a lot of people together in a small space ,
eNkuthu,Village,2016-02-09 00:00:00,,KwaZulu-Natal,,Kleinfontein,,,,,Alfred Duma Local Municipality,,Uthukela,,Change of name,,
eNtumeni,Village,2010-01-29 00:00:00,,KwaZulu-Natal,,Ntumeni,,,,,uMlalazi Local Municipality,,King Cetshwayo,,Correction of spelling,,
George Dick Montshioa Airport,Airport,2017-12-15 00:00:00,,North West,,Mafikeng Airport/Mmabatho Airport,,,,,Mafikeng Local Municipality,,Ngaka Modiri Molema,,Change of name,,
King Shaka Interational Airport,Airport,2010-01-29 00:00:00,,KwaZulu-Natal,,La Mercy Airport,,,,,Ethekwini Metropolitan Municipality,,Ethekwini Metropolitan Municipality,,Change of name,,
Komani,Town,2016-02-09 00:00:00,,Eastern Cape,,Queenstown,,,,,Enoch Mgijima Local Municipality,,Chris Hani,,Change of Name,,
KwaBhaca,Town,2016-02-09 00:00:00,,Eastern Cape,,Mount Frere,,,,,Umzimvubu Local Municipality,,Alfred Nzo,,Change of Name,,
MaXesibeni,Town,2016-02-09 00:00:00,,Eastern Cape,,Mount Ayliff,,,,,Umzimvubu Local Municipality,,Alfred Nzo,,Change of Name,,
Moloto South,Settlement,2015-09-11 00:00:00,,Mpumalanga,,Sybrandskraal,,,,,Thembisile Local Municipality,,Nkangala,,Change of Name,,
Mzimuhle,Settlement,2015-09-11 00:00:00,,Mpumalanga,,Gemsbokspruit,,,,,Thembisile Local Municipality,,Nkangala,,Change of Name,,
Ngqayi,Village,2021-02-22 00:00:00,,Eastern Cape,,Katkop,,,,,Elundini Local Municipality,,Joe Gqabi,,Change of Name,,
Nontongwana,Settlement,2016-06-17 00:00:00,,Eastern Cape,,Maarsdorp,,,,,Enoch Mgijima Local Municipality,,Chris Hani,,Change of Name,,
Nqanqarhu,Town,2021-02-22 00:00:00,,Eastern Cape,,MaClear Town,,,,,Elundini Local Municipality,,Joe Gqabi,,Change of Name,,
Ntabankulu,Town,2005-02-25 00:00:00,,Eastern Cape,111.0,Tabankulu,,1.0,10.0,DC15,Ntabankulu Local Municipality,,Alfred Nzo,EC152,Change of Name,,
Ntabozuko,Town,2021-02-22 00:00:00,,Eastern Cape,,Berlin,,,,,Buffalo City Metropolitan Municipality,,Buffalo City Metropolitan Municipality,,Change of Name,,
Nthrowane,Town,2013-03-28 00:00:00,,Mpumalanga,,Greylingstad,,,,,Dipaleseng Local Municipality,,Gert Sibande,,Change of Name,,
oThongathi,Town,2010-10-01 00:00:00,,KwaZulu-Natal,,Tongaat,,,,,Ethekwini Metropolitan Municipality,,Ethekwini Metropolitan Municipality,,correction of orthography,,
Phumzile Mahlangu Police ,Police Station,2011-10-07 00:00:00,,Mpumalanga,,Mhluzi Police Station,,,,,Steve Tshwete Local Municipality,,Nkangala,,Change of name,,
Rentse Village,Village,2010-10-01 00:00:00,,North West,,Goedgewonden,,,,,Mafikeng Local Municipality,,Ngaka Modiri Molema,,Change of name,,
Sebe Sebothelo,Township,2015-12-09 00:00:00,,Free State,,Themba,,,,,Mangaung Metropolitan Municipality,,Mangaung Metropolitan Municipality,,Change of Name,,
Skhosana,Location,2016-06-17 00:00:00,,Gauteng,,Skozana,,,,,Ekurhuleni Metropolitan Municipality,,Ekurhuleni Metropolitan Municipality,,correction of orthography,,
Sophiatown,Suburb,2016-06-17 00:00:00,,Gauteng,,Triomph,,,,,City of Johannesburg Metropolitan Municipality,,City of Johannesburg Metropolitan Municipality,,Change of name,,
Spaarwater,Location,2016-06-17 00:00:00,,Gauteng,,Sparwater,,,,,City of Johannesburg Metropolitan Municipality,,City of Johannesburg Metropolitan Municipality,,Change of name,,
Sydney Choma Police Station,Police Station,2011-10-07 00:00:00,,Mpumalanga,,Middelburg Police Station,,,,,Steve Tshwete Local Municipality,,Nkangala,,Change of Name,,
Teboho Melthafa,Township,2015-12-09 00:00:00,,Free State,,Section M,,,,,Mangaung Metropolitan Municipality,,Mangaung Metropolitan Municipality,,Change of Name,,
Tekatakho,Settlement,2010-01-29 00:00:00,,Mpumalanga,,,,,,,City of Mbombela Local Municipality,,Ehlanzeni,,Registration of name,,
Tesselaarsdal,Settlement,2016-12-09 00:00:00,,Western Cape,,Teslaarsdal,,,,,Theewaterskloof Local Municipality,,Overberg,,Change of name,,
Thaba-Kgwali,Town,2013-03-28 00:00:00,,Mpumalanga,,Grootvlei,,,,,Dipaleseng Local Municipality,,Gert Sibande,,Change of name,,
Thokoza,Location,2016-06-17 00:00:00,,Gauteng,,Tokoza,,,,,Ekurhuleni Metropolitan Municipality,,Ekurhuleni Metropolitan Municipality,,Correction of orthography,,
Thulani Park,Township,2016-06-17 00:00:00,,Gauteng,,Snake Park,,,,,City of Johannesburg Metropolitan Municipality,,City of Johannesburg Metropolitan Municipality,,Change of name,,
Thulisa Park,Township,2016-06-17 00:00:00,,Gauteng,,Tulisa,,,,,City of Johannesburg Metropolitan Municipality,,City of Johannesburg Metropolitan Municipality,,Change of name,,
Tsakani,Location,2016-06-17 00:00:00,,Gauteng,,Tsakane,,,,,Ekurhuleni Metropolitan Municipality,,Ekurhuleni Metropolitan Municipality,,Correction of orthography,,
Tshwane,Town,2010-01-29 00:00:00,,Gauteng,,,,,,,City of Tshwane Metropolitan Municipality,,City of Tshwane Metropolitan Municipality,,Registration of a municipality   ,,
Tswelopele,Township,2016-10-10 00:00:00,,Gauteng,,Tswelapele,,,,,Ekurhuleni Metropolitan Municipality,,Ekurhuleni Metropolitan Municipality,,Correction of orthography,,
uMhlanga Rocks,Suburb,2010-10-01 00:00:00,,KwaZulu-Natal,,Umhlanga Rocks,,,,,Ethekwini Metropolitan Municipality,,Ethekwini Metropolitan Municipality,,Correction of orthography,,
Qonce,Town,2021-02-22 00:00:00,,Eastern Cape,,King William’s Town,,,,,Buffalo City Metropolitan Municipality,,Buffalo City Metropolitan Municipality,,Change of name,,
Khubusi,River,2019-03-22 00:00:00,,Eastern Cape,,Kubusi,,,,,"Amahlathi Local Municipality 
",,Amathole,,Kubusi,,
Khubusi,River,2019-03-22 00:00:00,,Eastern Cape,,Kubusi,,,,,"Amahlathi Local Municipality 
",,Amathole,,Kubusi,,
Khubusi,River,2019-03-22 00:00:00,,Eastern Cape,,Kubusi,,,,,"Amahlathi Local Municipality 
",,Amathole,,Kubusi,,
Amangwe,Post Office,2011-10-07 00:00:00,,KwaZulu-Natal,,Loskop,,,,,"Inkosi Langalibalele Local Municipality
",,Uthukela,,Change of name,,IsiZulu
aMangwe,Railway Station,2011-10-07 00:00:00,,KwaZulu-Natal,,Loskop,,,,"
","Inkosi Langalibalele Local Municipality
",,Uthukela,,Change of name,,IsiZulu
aManzimtoti,River,2010-10-01 00:00:00,,KwaZulu-Natal,,Amanzimtoti,,,,,eThekwini,,eThekwini,,Correction of spelling,,IsiZulu
Boiketlong,Township,2016-06-17 00:00:00,,Gauteng,,Serope Seyabenye,,,,,"Emfuleni Local Municipality
",,Sedibeng,,Serope Seyabenye,,
Chisirha,Village,2021-02-22 00:00:00,,Eastern Cape,,Cisirat,,,,,"Ngqushwa Local Municipality
",,Amathole,,Cisirat,,
Dr John Langalibalele Dube,Presidential House,2012-05-11 00:00:00,,KwaZulu-Natal,,Kings House,,,,,eThekwini,,eThekwini,,Change of Name,,
eMagebhukana,Village,2012-04-13 00:00:00,,KwaZulu-Natal,,Magebhukana,,,,,"uMlalazi Local Municipality
",,King Cetshwayo,,Correction of spelling,,
eMahhukwini,Village,2016-02-09 00:00:00,,KwaZulu-Natal,,Doornhoek,,,,,"uMlalazi Local Municipality
",,Uthukela,,Doornhoek,,
eMankankaneni,Village,2012-04-13 00:00:00,,KwaZulu-Natal,,Mankaanenink,,,,,"Mpofana Local Municipality
",,Umgungundlovu,,Correction of Spelling,,
eMantshaheni,Village,2011-10-07 00:00:00,,KwaZulu-Natal,,Emantshaheni,,,,,"The Msunduzi Local Municipality
",,Umgungundlovu,,Correction of spelling,,
eMatholonjeni,Village,2012-04-13 00:00:00,,KwaZulu-Natal,,Mtholonjaneni,,,,,"Nqutu Local Municipality
",,Umzinyathi,,Correction of spelling,,
eMhlosinga,Village,2011-10-07 00:00:00,,KwaZulu-Natal,,Mhlosini,,,,,"Big Five Hlabisa Local Municipality
",,Umkhanyakude,,Correction of spelling,,
eMlaza,Township,2010-10-01 00:00:00,,KwaZulu-Natal,,Umlaas,,,,,eThekwini,,eThekwini,,Correction of spelling,,
eMthenteni,Village,2011-10-07 00:00:00,,KwaZulu-Natal,,Umtentweni,,,,,"Ray Nkonyeni Local Municipality
",,Ugu,,Correction of spelling,,
eMthintanyoni,Village,2012-04-13 00:00:00,,KwaZulu-Natal,,Mthintanyoni,,,,,"The Msunduzi Local Municipality
",,Umgungundlovu,,Correction of spelling,,
Emthunzini,Post Office,2011-10-07 00:00:00,,KwaZulu-Natal,,Mtunzini,,,,,"uMlalazi Local Municipality
",,King Cetshwayo,,Correction of spelling,,
eMuziwezinto,Town,2013-10-02 00:00:00,,KwaZulu-Natal,,Mzinto,,,,,"Umdoni Local Municipality
",,Ugu,,Correction of spelling,,
eNdaya,Village,2012-04-13 00:00:00,,KwaZulu-Natal,,Ndaya,,,,,"Umvoti Local Municipality
",,Umzinyathi,,Correction of spelling,,
eNdlinemnyama,Village,2012-04-13 00:00:00,,KwaZulu-Natal,,Ndlinemnyama,,,,,"uMngeni Local Municipality
",,Umgungundlovu,,Correction of spelling,,
eNgunjini,Village,2012-04-13 00:00:00,,KwaZulu-Natal,,Ngunjini,,,,,"Nqutu Local Municipality
",,Umzinyathi,,Correction of spelling,,
eNhlangenyuke,Village,2012-04-13 00:00:00,,KwaZulu-Natal,,Nhlangenyuke,,,,,"Nqutu Local Municipality
",,Umzinyathi,,Correction of spelling,,
eNkothweni,Village,2012-04-13 00:00:00,,KwaZulu-Natal,,Nkothweni,,,,,"Mpofana Local Municipality
",,Umgungundlovu,,Correction of spelling,,
eNtantane,Village,2016-02-09 00:00:00,,KwaZulu-Natal,,Watershed,,,,,"Alfred Duma Local Municipality
",,"Uthukela
",,Watershed,,
Entokozweni,Settlement,2015-09-11 00:00:00,,Mpumalanga,,Matheyzensloop,,,,,"Emakhazeni Local Municipality
",,Nkangala,,Change of Name,,
eNtshangwe,Village,2011-10-07 00:00:00,,KwaZulu-Natal,,Inchanga,,,,,eThekwini,,eThekwini,,Correction of spelling,,
Entuthukweni,Settlement,2016-02-09 00:00:00,,Mpumalanga,,Kwaggafontein,,,,,"Thembisile Local Municipality
",,Nkangala,,change from Kwaggafontein,,
eNtwasahlobo,Village,2012-04-13 00:00:00,,KwaZulu-Natal,,Ntwasohlobo,,,,,"Mpofana Local Municipality
",,Umgungundlovu,,Correction of spelling,,
eNyezane,Village,2010-01-29 00:00:00,,KwaZulu-Natal,,Nyazane,,,,,"uMlalazi Local Municipality
",,"King Cetshwayo
",,Correction of spelling,,
eNyoni,Village,2010-01-29 00:00:00,,KwaZulu-Natal,,Nyoni,,,,,"Mandeni Local Municipality
",,iLembe,,Correctiong of spelling,,
eSihuzu,Village,2012-04-13 00:00:00,,KwaZulu-Natal,,Sihuzu,,,,,"Alfred Duma Local Municipality
",,Uthukela,,Correction of spelling,,
eSiminza,Village,2012-04-13 00:00:00,,KwaZulu-Natal,,Siminza,,,,,"Mpofana Local Municipality
",,Umgungundlovu,,Correction of spelling,,
eSitheza,Village,2010-01-29 00:00:00,,KwaZulu-Natal,,Teza,,,,,"Mfolozi Local Municipality
",,King Cetshwayo,,Correction of spelling,,
eTsheni,Village,2011-10-07 00:00:00,,KwaZulu-Natal,,Tsheni,,,,,Ndwedwe Local Municipality,,iLembe,,Correction of spelling,,
Exobho,Post Office,2011-10-07 00:00:00,,KwaZulu-Natal,,Ixopo,,,,,Ubuhlebezwe Local Municipality,,Harry Gwala,,Correction of spelling,,
eXobho,Town,2011-10-07 00:00:00,,KwaZulu-Natal,,Ixopo,,,,,Ubuhlebezwe Local Municipality,,Harry Gwala,,Correction of spelling,,
EZakheni,Post Office,2016-02-09 00:00:00,,KwaZulu-Natal,,eZakheni,,,,,Alfred Duma Local Municipality,,Uthukela,,eZakheni,,
eZibomvini,Village,2011-10-07 00:00:00,,KwaZulu-Natal,,Esibomvu,,,,,The Msunduzi Local Municipality,,Umgungundlovu,,Correction of spelling,,
eZigodweni,Village,2012-04-13 00:00:00,,KwaZulu-Natal,,Zigodweni,,,,,Mpofana Local Municipality,,Umgungundlovu,,Correction of spelling,,
eZimbokodweni,Village,2010-10-01 00:00:00,,KwaZulu-Natal,,Umbongintwini,,,,,Ethekwini Metropolitan Municipality,,Ethekwini Metropolitan Municipality,,Correction of spelling,,
eZindongeni,Village,2012-04-13 00:00:00,,KwaZulu-Natal,,Ndongeni,,,,,Mpofana Local Municipality,,Umgungundlovu,,Correction of spelling,,
iMbonabelungu,Mountain,2012-04-13 00:00:00,,KwaZulu-Natal,,Mbonabelungu,,,,,Umvoti Local Municipality,,Umzinyathi,,Correction of spelling,,
iNhlambamasoka,River,2012-04-13 00:00:00,,KwaZulu-Natal,,Nhlambamasoka,,,,,Mpofana Local Municipality,,Umgungundlovu,,Correction of spelling,,
Inhlambane River,River,2013-03-28 00:00:00,,Mpumalanga,,Grootvlei,,,,,Dipaleseng Local Municipality,,Gert Sibande,,Change of name,,
iNkothweni,River,2012-04-13 00:00:00,,KwaZulu-Natal,,Nkothweni,,,,,Mpofana Local Municipality,,Umgungundlovu,,Correction of spelling,,
iNkwalinye,River,2011-10-07 00:00:00,,KwaZulu-Natal,,Nkwalini/Nkwaleni/Nkwalinge,,,,,uMlalazi Local Municipality,,King Cetshwayo,,Correction of spelling,,
iNtabazwe,Mountain,2015-12-09 00:00:00,,Free State,,Harrismith,,,,,Maluti a Phofung Local Municipality,,Thabo Mofutsanyane,,Change of Name,,
iNtwasahlobo,River,2012-04-13 00:00:00,,KwaZulu-Natal,,Ntwasahlobo,,,,,Maphumulo Local Municipality,,iLembe,,Correction of spelling,,
iNyoni,River,2010-01-29 00:00:00,,KwaZulu-Natal,,Nyoni,,,,,"Mandeni Local Municipality
",,iLembe,,Correction of spelling,,
iSayana,Mountain,2012-04-13 00:00:00,,KwaZulu-Natal,,Sayana,,,,,"Matatiele Local Municipality
",,Alfred Nzo,,Correction of spelling,,
iThembalethu,Settlement,2016-10-10 00:00:00,,Gauteng,,Ethembalethu,,,,,City of Johannesburg,,City of Johannesburg Metropolitan Municipality,,Correction of orthography from Ethembalethu,,
iXobho,River,2011-10-07 00:00:00,,KwaZulu-Natal,,Ixopo,,,,,Ubuhlebezwe Local Municipality,,Harry Gwala,,Correction of spelling,,
James Calata,Town,2015-09-11 00:00:00,,Eastern Cape,,Jamestown,,,,,Walter Sisulu Local Municipality,,Joe Gqabi,,Change of Name,,
Kgatlamping,Township,2016-06-17 00:00:00,,Gauteng,,Khatamping,,,,,"Ekurhuleni Metropolitan Municipality
",,"Ekurhuleni Metropolitan Municipality
",,correction of orthography from Khatamping,,
Khanya,Settlement,2018-03-22 00:00:00,,Eastern Cape,,Khalazembe,,,,,"uMngeni Local Municipality
",,Umgungundlovu,,Khalazembe,,
Khaya sands,Township,2016-06-17 00:00:00,,Gauteng,,Kaya Sands,,,,,"City of Johannesburg Metropolitan Municipality
",,"City of Johannesburg Metropolitan Municipality
",,correction of orthographyfrom Kaya Sands,,
Khowa,Town,2016-02-09 00:00:00,,Eastern Cape,,Elliot,,,,,"Sakhisizwe Local Municipality
",,Chris Hani,,Elliot,,
Khubusi,River,2019-03-22 00:00:00,,Eastern Cape,,Kubusi,,,,,"Amahlathi Local Municipality
",,Amathole,,Kubusi,,
Khwenxurha,Administrative  area(i.e conglomeration of settlements),2016-06-17 00:00:00,,Eastern Cape,,Kwenxura,,,,,"Great Kei Local Municipality
",,Amathole,,correction of orthography from Kwenxura,,
KwaBhekumgcine,Gorge/Cliff,2012-04-13 00:00:00,,KwaZulu-Natal,,Bhekumgcine,,,,,"Mpofana Local Municipality
",,Umgungundlovu,,Correction of spelling,,
KwaDambuza,Township,2011-10-07 00:00:00,,KwaZulu-Natal,,Dambuza,,,,,"The Msunduzi Local Municipality
",,Umgungundlovu,,Correction of spelling,,
KwaGade,Village,2012-04-13 00:00:00,,KwaZulu-Natal,,Gade,,,,,"Mpofana Local Municipality 
",,Umgungundlovu,,Correction of spelling,,
